Yield,Value
yield_sig,64828.95
yield_sig_err,479.88
yield_comb_bkg,32932.81
yield_comb_bkg_err,1005.07
yield_part_bkg,47588.2
yield_part_bkg_err,1106.88
yield_part_bkg_jpsipi_pion,2463.5
yield_part_bkg_kstar,42949.23
yield_part_bkg_kstar_err,1106.88
yield_part_bkg_kstar_kaon,9119.44
yield_part_bkg_kstar_kaon_err,212.11
yield_part_bkg_kstar_pion,6243.08
yield_part_bkg_kstar_pion_err,145.21
yield_part_bkg_k0star_kaon,18291.8
yield_part_bkg_k0star_kaon_err,425.46
yield_part_bkg_k0star_pion,9294.92
yield_part_bkg_k0star_pion_err,216.2
yield_part_bkg_chic1_kaon,4638.97
yield_part_bkg_chic1_kaon_err,107.9
