Yield,Value
yield_sig,65365.06
yield_sig_err,395.62
yield_comb_bkg,35260.15
yield_comb_bkg_err,875.11
yield_part_bkg,42984.2
yield_part_bkg_err,898.78
yield_part_bkg_jpsipi_pion,2483.87
yield_part_bkg_kstar,38804.79
yield_part_bkg_kstar_err,898.78
yield_part_bkg_kstar_kaon,8204.36
yield_part_bkg_kstar_kaon_err,171.55
yield_part_bkg_kstar_pion,5661.13
yield_part_bkg_kstar_pion_err,118.37
yield_part_bkg_k0star_kaon,16506.21
yield_part_bkg_k0star_kaon_err,345.14
yield_part_bkg_k0star_pion,8433.09
yield_part_bkg_k0star_pion_err,176.33
yield_part_bkg_chic1_kaon,4179.41
yield_part_bkg_chic1_kaon_err,87.39
