Yield,Value
yield_sig,69634.57
yield_sig_err,501.45
yield_comb_bkg,37970.93
yield_comb_bkg_err,816.01
yield_part_bkg,42449.99
yield_part_bkg_err,874.71
yield_part_bkg_jpsipi_pion,2646.11
yield_part_bkg_kstar,38326.67
yield_part_bkg_kstar_err,874.71
yield_part_bkg_kstar_kaon,8173.81
yield_part_bkg_kstar_kaon_err,168.43
yield_part_bkg_kstar_pion,5514.48
yield_part_bkg_kstar_pion_err,113.63
yield_part_bkg_k0star_kaon,16360.87
yield_part_bkg_k0star_kaon_err,337.13
yield_part_bkg_k0star_pion,8277.51
yield_part_bkg_k0star_pion_err,170.56
yield_part_bkg_chic1_kaon,4123.33
yield_part_bkg_chic1_kaon_err,84.96
