Yield,Value
yield_sig,65651.85
yield_sig_err,472.28
yield_comb_bkg,34481.46
yield_comb_bkg_err,823.64
yield_part_bkg,50377.44
yield_part_bkg_err,884.01
yield_part_bkg_jpsipi_pion,2494.77
yield_part_bkg_kstar,45490.17
yield_part_bkg_kstar_err,884.01
yield_part_bkg_kstar_kaon,9706.65
yield_part_bkg_kstar_kaon_err,170.33
yield_part_bkg_kstar_pion,6531.33
yield_part_bkg_kstar_pion_err,114.61
yield_part_bkg_k0star_kaon,19448.33
yield_part_bkg_k0star_kaon_err,341.27
yield_part_bkg_k0star_pion,9803.85
yield_part_bkg_k0star_pion_err,172.03
yield_part_bkg_chic1_kaon,4887.27
yield_part_bkg_chic1_kaon_err,85.76
