Yield,Value
yield_sig,62161.37
yield_sig_err,299.7
yield_comb_bkg,38309.56
yield_comb_bkg_err,708.87
yield_part_bkg,35726.96
yield_part_bkg_err,633.16
yield_part_bkg_jpsipi_pion,2362.13
yield_part_bkg_kstar,32257.41
yield_part_bkg_kstar_err,633.16
yield_part_bkg_kstar_kaon,6778.56
yield_part_bkg_kstar_kaon_err,120.13
yield_part_bkg_kstar_pion,4813.58
yield_part_bkg_kstar_pion_err,85.31
yield_part_bkg_k0star_kaon,13516.38
yield_part_bkg_k0star_kaon_err,239.54
yield_part_bkg_k0star_pion,7148.89
yield_part_bkg_k0star_pion_err,126.69
yield_part_bkg_chic1_kaon,3469.54
yield_part_bkg_chic1_kaon_err,61.49
