Yield,Value
yield_sig,63177.79
yield_sig_err,404.99
yield_comb_bkg,30642.41
yield_comb_bkg_err,903.91
yield_part_bkg,52486.06
yield_part_bkg_err,920.46
yield_part_bkg_jpsipi_pion,2400.76
yield_part_bkg_kstar,47369.42
yield_part_bkg_kstar_err,920.46
yield_part_bkg_kstar_kaon,10079.9
yield_part_bkg_kstar_kaon_err,176.77
yield_part_bkg_kstar_pion,6843.4
yield_part_bkg_kstar_pion_err,120.01
yield_part_bkg_k0star_kaon,20215.82
yield_part_bkg_k0star_kaon_err,354.53
yield_part_bkg_k0star_pion,10230.3
yield_part_bkg_k0star_pion_err,179.41
yield_part_bkg_chic1_kaon,5116.65
yield_part_bkg_chic1_kaon_err,89.73
