Yield,Value
yield_sig,63652.43
yield_sig_err,445.18
yield_comb_bkg,31235.51
yield_comb_bkg_err,1002.87
yield_part_bkg,51612.31
yield_part_bkg_err,1067.92
yield_part_bkg_jpsipi_pion,2418.79
yield_part_bkg_kstar,46580.85
yield_part_bkg_kstar_err,1067.92
yield_part_bkg_kstar_kaon,9912.1
yield_part_bkg_kstar_kaon_err,205.09
yield_part_bkg_kstar_pion,6729.47
yield_part_bkg_kstar_pion_err,139.24
yield_part_bkg_k0star_kaon,19879.28
yield_part_bkg_k0star_kaon_err,411.33
yield_part_bkg_k0star_pion,10059.99
yield_part_bkg_k0star_pion_err,208.15
yield_part_bkg_chic1_kaon,5031.47
yield_part_bkg_chic1_kaon_err,104.11
