Yield,Value
yield_sig,62103.33
yield_sig_err,300.23
yield_comb_bkg,38221.15
yield_comb_bkg_err,708.71
yield_part_bkg,35844.89
yield_part_bkg_err,633.98
yield_part_bkg_jpsipi_pion,2359.93
yield_part_bkg_kstar,32363.9
yield_part_bkg_kstar_err,633.98
yield_part_bkg_kstar_kaon,6800.94
yield_part_bkg_kstar_kaon_err,120.29
yield_part_bkg_kstar_pion,4829.47
yield_part_bkg_kstar_pion_err,85.42
yield_part_bkg_k0star_kaon,13561.0
yield_part_bkg_k0star_kaon_err,239.85
yield_part_bkg_k0star_pion,7172.49
yield_part_bkg_k0star_pion_err,126.86
yield_part_bkg_chic1_kaon,3480.99
yield_part_bkg_chic1_kaon_err,61.57
