Yield,Value
yield_sig,64641.37
yield_sig_err,456.67
yield_comb_bkg,33554.53
yield_comb_bkg_err,906.76
yield_part_bkg,50943.18
yield_part_bkg_err,960.06
yield_part_bkg_jpsipi_pion,2456.37
yield_part_bkg_kstar,45994.87
yield_part_bkg_kstar_err,960.06
yield_part_bkg_kstar_kaon,9809.18
yield_part_bkg_kstar_kaon_err,184.86
yield_part_bkg_kstar_pion,6617.79
yield_part_bkg_kstar_pion_err,124.72
yield_part_bkg_k0star_kaon,19634.27
yield_part_bkg_k0star_kaon_err,370.02
yield_part_bkg_k0star_pion,9933.63
yield_part_bkg_k0star_pion_err,187.21
yield_part_bkg_chic1_kaon,4948.3
yield_part_bkg_chic1_kaon_err,93.25
