Yield,Value
yield_sig,63155.43
yield_sig_err,416.16
yield_comb_bkg,30547.04
yield_comb_bkg_err,967.73
yield_part_bkg,52599.21
yield_part_bkg_err,1007.72
yield_part_bkg_jpsipi_pion,2399.91
yield_part_bkg_kstar,47471.53
yield_part_bkg_kstar_err,1007.72
yield_part_bkg_kstar_kaon,10101.63
yield_part_bkg_kstar_kaon_err,193.53
yield_part_bkg_kstar_pion,6858.15
yield_part_bkg_kstar_pion_err,131.39
yield_part_bkg_k0star_kaon,20259.4
yield_part_bkg_k0star_kaon_err,388.14
yield_part_bkg_k0star_pion,10252.35
yield_part_bkg_k0star_pion_err,196.42
yield_part_bkg_chic1_kaon,5127.68
yield_part_bkg_chic1_kaon_err,98.24
