Yield,Value
yield_sig,65628.45
yield_sig_err,566.86
yield_comb_bkg,34486.2
yield_comb_bkg_err,916.77
yield_part_bkg,50391.91
yield_part_bkg_err,1113.92
yield_part_bkg_jpsipi_pion,2493.88
yield_part_bkg_kstar,45503.24
yield_part_bkg_kstar_err,1113.92
yield_part_bkg_kstar_kaon,9709.44
yield_part_bkg_kstar_kaon_err,214.63
yield_part_bkg_kstar_pion,6533.21
yield_part_bkg_kstar_pion_err,144.42
yield_part_bkg_k0star_kaon,19453.92
yield_part_bkg_k0star_kaon_err,430.03
yield_part_bkg_k0star_pion,9806.67
yield_part_bkg_k0star_pion_err,216.78
yield_part_bkg_chic1_kaon,4888.67
yield_part_bkg_chic1_kaon_err,108.06
