Yield,Value
yield_sig,64252.44
yield_sig_err,339.1
yield_comb_bkg,37047.22
yield_comb_bkg_err,809.2
yield_part_bkg,39356.07
yield_part_bkg_err,774.1
yield_part_bkg_jpsipi_pion,2441.59
yield_part_bkg_kstar,35534.28
yield_part_bkg_kstar_err,774.1
yield_part_bkg_kstar_kaon,7496.06
yield_part_bkg_kstar_kaon_err,147.44
yield_part_bkg_kstar_pion,5233.46
yield_part_bkg_kstar_pion_err,102.94
yield_part_bkg_k0star_kaon,15023.74
yield_part_bkg_k0star_kaon_err,295.51
yield_part_bkg_k0star_pion,7781.02
yield_part_bkg_k0star_pion_err,153.05
yield_part_bkg_chic1_kaon,3821.79
yield_part_bkg_chic1_kaon_err,75.17
