Yield,Value
yield_sig,65060.39
yield_sig_err,404.15
yield_comb_bkg,34744.25
yield_comb_bkg_err,895.44
yield_part_bkg,43718.54
yield_part_bkg_err,927.91
yield_part_bkg_jpsipi_pion,2472.29
yield_part_bkg_kstar,39467.73
yield_part_bkg_kstar_err,927.91
yield_part_bkg_kstar_kaon,8344.52
yield_part_bkg_kstar_kaon_err,177.11
yield_part_bkg_kstar_pion,5757.84
yield_part_bkg_kstar_pion_err,122.21
yield_part_bkg_k0star_kaon,16788.2
yield_part_bkg_k0star_kaon_err,356.32
yield_part_bkg_k0star_pion,8577.16
yield_part_bkg_k0star_pion_err,182.05
yield_part_bkg_chic1_kaon,4250.81
yield_part_bkg_chic1_kaon_err,90.22
