Yield,Value
yield_sig,63183.41
yield_sig_err,405.31
yield_comb_bkg,30648.65
yield_comb_bkg_err,907.77
yield_part_bkg,52475.9
yield_part_bkg_err,923.63
yield_part_bkg_jpsipi_pion,2400.97
yield_part_bkg_kstar,47360.24
yield_part_bkg_kstar_err,923.63
yield_part_bkg_kstar_kaon,10077.95
yield_part_bkg_kstar_kaon_err,177.38
yield_part_bkg_kstar_pion,6842.07
yield_part_bkg_kstar_pion_err,120.43
yield_part_bkg_k0star_kaon,20211.91
yield_part_bkg_k0star_kaon_err,355.75
yield_part_bkg_k0star_pion,10228.31
yield_part_bkg_k0star_pion_err,180.03
yield_part_bkg_chic1_kaon,5115.66
yield_part_bkg_chic1_kaon_err,90.04
