Yield,Value
yield_sig,65285.38
yield_sig_err,397.69
yield_comb_bkg,35124.33
yield_comb_bkg_err,876.54
yield_part_bkg,43180.56
yield_part_bkg_err,904.03
yield_part_bkg_jpsipi_pion,2480.84
yield_part_bkg_kstar,38982.06
yield_part_bkg_kstar_err,904.03
yield_part_bkg_kstar_kaon,8241.84
yield_part_bkg_kstar_kaon_err,172.55
yield_part_bkg_kstar_pion,5686.99
yield_part_bkg_kstar_pion_err,119.06
yield_part_bkg_k0star_kaon,16581.62
yield_part_bkg_k0star_kaon_err,347.15
yield_part_bkg_k0star_pion,8471.62
yield_part_bkg_k0star_pion_err,177.36
yield_part_bkg_chic1_kaon,4198.5
yield_part_bkg_chic1_kaon_err,87.9
