Yield,Value
yield_sig,65318.86
yield_sig_err,408.17
yield_comb_bkg,35140.14
yield_comb_bkg_err,909.09
yield_part_bkg,43148.65
yield_part_bkg_err,949.93
yield_part_bkg_jpsipi_pion,2482.12
yield_part_bkg_kstar,38953.25
yield_part_bkg_kstar_err,949.93
yield_part_bkg_kstar_kaon,8235.75
yield_part_bkg_kstar_kaon_err,181.31
yield_part_bkg_kstar_pion,5682.79
yield_part_bkg_kstar_pion_err,125.11
yield_part_bkg_k0star_kaon,16569.36
yield_part_bkg_k0star_kaon_err,364.78
yield_part_bkg_k0star_pion,8465.36
yield_part_bkg_k0star_pion_err,186.37
yield_part_bkg_chic1_kaon,4195.4
yield_part_bkg_chic1_kaon_err,92.36
