Yield,Value
yield_sig,62036.04
yield_sig_err,301.55
yield_comb_bkg,38147.8
yield_comb_bkg_err,724.35
yield_part_bkg,35953.02
yield_part_bkg_err,652.39
yield_part_bkg_jpsipi_pion,2357.37
yield_part_bkg_kstar,32461.52
yield_part_bkg_kstar_err,652.39
yield_part_bkg_kstar_kaon,6821.45
yield_part_bkg_kstar_kaon_err,123.78
yield_part_bkg_kstar_pion,4844.04
yield_part_bkg_kstar_pion_err,87.9
yield_part_bkg_k0star_kaon,13601.91
yield_part_bkg_k0star_kaon_err,246.81
yield_part_bkg_k0star_pion,7194.12
yield_part_bkg_k0star_pion_err,130.54
yield_part_bkg_chic1_kaon,3491.49
yield_part_bkg_chic1_kaon_err,63.36
