Yield,Value
yield_sig,67085.27
yield_sig_err,558.98
yield_comb_bkg,35660.78
yield_comb_bkg_err,893.96
yield_part_bkg,48014.37
yield_part_bkg_err,1044.54
yield_part_bkg_jpsipi_pion,2549.24
yield_part_bkg_kstar,43356.35
yield_part_bkg_kstar_err,1044.54
yield_part_bkg_kstar_kaon,9251.34
yield_part_bkg_kstar_kaon_err,201.26
yield_part_bkg_kstar_pion,6224.97
yield_part_bkg_kstar_pion_err,135.42
yield_part_bkg_k0star_kaon,18536.06
yield_part_bkg_k0star_kaon_err,403.25
yield_part_bkg_k0star_pion,9343.98
yield_part_bkg_k0star_pion_err,203.28
yield_part_bkg_chic1_kaon,4658.02
yield_part_bkg_chic1_kaon_err,101.33
