Yield,Value
yield_sig,63606.68
yield_sig_err,421.34
yield_comb_bkg,32217.75
yield_comb_bkg_err,898.92
yield_part_bkg,53046.82
yield_part_bkg_err,940.02
yield_part_bkg_jpsipi_pion,2417.05
yield_part_bkg_kstar,47894.18
yield_part_bkg_kstar_err,940.02
yield_part_bkg_kstar_kaon,10214.24
yield_part_bkg_kstar_kaon_err,181.0
yield_part_bkg_kstar_pion,6891.06
yield_part_bkg_kstar_pion_err,122.11
yield_part_bkg_k0star_kaon,20445.04
yield_part_bkg_k0star_kaon_err,362.3
yield_part_bkg_k0star_pion,10343.83
yield_part_bkg_k0star_pion_err,183.3
yield_part_bkg_chic1_kaon,5152.64
yield_part_bkg_chic1_kaon_err,91.31
