Yield,Value
yield_sig,62057.38
yield_sig_err,301.3
yield_comb_bkg,38156.18
yield_comb_bkg_err,724.04
yield_part_bkg,35933.65
yield_part_bkg_err,651.67
yield_part_bkg_jpsipi_pion,2358.18
yield_part_bkg_kstar,32444.04
yield_part_bkg_kstar_err,651.67
yield_part_bkg_kstar_kaon,6817.78
yield_part_bkg_kstar_kaon_err,123.64
yield_part_bkg_kstar_pion,4841.43
yield_part_bkg_kstar_pion_err,87.8
yield_part_bkg_k0star_kaon,13594.58
yield_part_bkg_k0star_kaon_err,246.54
yield_part_bkg_k0star_pion,7190.25
yield_part_bkg_k0star_pion_err,130.4
yield_part_bkg_chic1_kaon,3489.61
yield_part_bkg_chic1_kaon_err,63.29
