Yield,Value
yield_sig,65047.61
yield_sig_err,405.8
yield_comb_bkg,34779.13
yield_comb_bkg_err,914.29
yield_part_bkg,43682.19
yield_part_bkg_err,948.32
yield_part_bkg_jpsipi_pion,2471.81
yield_part_bkg_kstar,39434.91
yield_part_bkg_kstar_err,948.32
yield_part_bkg_kstar_kaon,8337.58
yield_part_bkg_kstar_kaon_err,181.01
yield_part_bkg_kstar_pion,5753.05
yield_part_bkg_kstar_pion_err,124.9
yield_part_bkg_k0star_kaon,16774.24
yield_part_bkg_k0star_kaon_err,364.16
yield_part_bkg_k0star_pion,8570.03
yield_part_bkg_k0star_pion_err,186.05
yield_part_bkg_chic1_kaon,4247.27
yield_part_bkg_chic1_kaon_err,92.21
