Yield,Value
yield_sig,66660.51
yield_sig_err,741.1
yield_comb_bkg,37192.75
yield_comb_bkg_err,867.98
yield_part_bkg,47018.88
yield_part_bkg_err,1153.32
yield_part_bkg_jpsipi_pion,2533.1
yield_part_bkg_kstar,42457.44
yield_part_bkg_kstar_err,1153.32
yield_part_bkg_kstar_kaon,9059.53
yield_part_bkg_kstar_kaon_err,222.22
yield_part_bkg_kstar_pion,6095.9
yield_part_bkg_kstar_pion_err,149.53
yield_part_bkg_k0star_kaon,18151.75
yield_part_bkg_k0star_kaon_err,445.24
yield_part_bkg_k0star_pion,9150.25
yield_part_bkg_k0star_pion_err,224.44
yield_part_bkg_chic1_kaon,4561.44
yield_part_bkg_chic1_kaon_err,111.89
