Yield,Value
yield_sig,64666.7
yield_sig_err,484.14
yield_comb_bkg,32791.8
yield_comb_bkg_err,1033.21
yield_part_bkg,47863.46
yield_part_bkg_err,1135.64
yield_part_bkg_jpsipi_pion,2457.33
yield_part_bkg_kstar,43197.66
yield_part_bkg_kstar_err,1135.64
yield_part_bkg_kstar_kaon,9172.19
yield_part_bkg_kstar_kaon_err,217.62
yield_part_bkg_kstar_pion,6279.19
yield_part_bkg_kstar_pion_err,148.98
yield_part_bkg_k0star_kaon,18397.6
yield_part_bkg_k0star_kaon_err,436.51
yield_part_bkg_k0star_pion,9348.68
yield_part_bkg_k0star_pion_err,221.81
yield_part_bkg_chic1_kaon,4665.8
yield_part_bkg_chic1_kaon_err,110.7
