Yield,Value
yield_sig,62085.68
yield_sig_err,300.58
yield_comb_bkg,38218.37
yield_comb_bkg_err,716.33
yield_part_bkg,35854.63
yield_part_bkg_err,641.61
yield_part_bkg_jpsipi_pion,2359.26
yield_part_bkg_kstar,32372.69
yield_part_bkg_kstar_err,641.61
yield_part_bkg_kstar_kaon,6802.79
yield_part_bkg_kstar_kaon_err,121.74
yield_part_bkg_kstar_pion,4830.78
yield_part_bkg_kstar_pion_err,86.45
yield_part_bkg_k0star_kaon,13564.69
yield_part_bkg_k0star_kaon_err,242.74
yield_part_bkg_k0star_pion,7174.44
yield_part_bkg_k0star_pion_err,128.39
yield_part_bkg_chic1_kaon,3481.94
yield_part_bkg_chic1_kaon_err,62.31
