Yield,Value
yield_sig,64311.67
yield_sig_err,337.24
yield_comb_bkg,36994.24
yield_comb_bkg_err,822.24
yield_part_bkg,39386.12
yield_part_bkg_err,790.76
yield_part_bkg_jpsipi_pion,2443.84
yield_part_bkg_kstar,35561.41
yield_part_bkg_kstar_err,790.76
yield_part_bkg_kstar_kaon,7501.78
yield_part_bkg_kstar_kaon_err,150.61
yield_part_bkg_kstar_pion,5237.45
yield_part_bkg_kstar_pion_err,105.15
yield_part_bkg_k0star_kaon,15035.21
yield_part_bkg_k0star_kaon_err,301.86
yield_part_bkg_k0star_pion,7786.96
yield_part_bkg_k0star_pion_err,156.34
yield_part_bkg_chic1_kaon,3824.71
yield_part_bkg_chic1_kaon_err,76.79
