Yield,Value
yield_sig,63648.41
yield_sig_err,446.19
yield_comb_bkg,31195.73
yield_comb_bkg_err,995.3
yield_part_bkg,51656.44
yield_part_bkg_err,1060.91
yield_part_bkg_jpsipi_pion,2418.64
yield_part_bkg_kstar,46620.67
yield_part_bkg_kstar_err,1060.91
yield_part_bkg_kstar_kaon,9920.57
yield_part_bkg_kstar_kaon_err,203.75
yield_part_bkg_kstar_pion,6735.23
yield_part_bkg_kstar_pion_err,138.33
yield_part_bkg_k0star_kaon,19896.28
yield_part_bkg_k0star_kaon_err,408.62
yield_part_bkg_k0star_pion,10068.59
yield_part_bkg_k0star_pion_err,206.79
yield_part_bkg_chic1_kaon,5035.77
yield_part_bkg_chic1_kaon_err,103.42
