Yield,Value
yield_sig,64251.98
yield_sig_err,339.13
yield_comb_bkg,37049.97
yield_comb_bkg_err,809.15
yield_part_bkg,39353.43
yield_part_bkg_err,774.07
yield_part_bkg_jpsipi_pion,2441.58
yield_part_bkg_kstar,35531.89
yield_part_bkg_kstar_err,774.07
yield_part_bkg_kstar_kaon,7495.55
yield_part_bkg_kstar_kaon_err,147.44
yield_part_bkg_kstar_pion,5233.11
yield_part_bkg_kstar_pion_err,102.93
yield_part_bkg_k0star_kaon,15022.73
yield_part_bkg_k0star_kaon_err,295.49
yield_part_bkg_k0star_pion,7780.5
yield_part_bkg_k0star_pion_err,153.04
yield_part_bkg_chic1_kaon,3821.54
yield_part_bkg_chic1_kaon_err,75.17
