Yield,Value
yield_sig,65487.65
yield_sig_err,715.65
yield_comb_bkg,36262.65
yield_comb_bkg_err,903.79
yield_part_bkg,48911.79
yield_part_bkg_err,1197.59
yield_part_bkg_jpsipi_pion,2488.53
yield_part_bkg_kstar,44166.71
yield_part_bkg_kstar_err,1197.59
yield_part_bkg_kstar_kaon,9424.25
yield_part_bkg_kstar_kaon_err,230.75
yield_part_bkg_kstar_pion,6341.32
yield_part_bkg_kstar_pion_err,155.27
yield_part_bkg_k0star_kaon,18882.51
yield_part_bkg_k0star_kaon_err,462.33
yield_part_bkg_k0star_pion,9518.63
yield_part_bkg_k0star_pion_err,233.06
yield_part_bkg_chic1_kaon,4745.08
yield_part_bkg_chic1_kaon_err,116.18
