Yield,Value
yield_sig,65138.23
yield_sig_err,403.12
yield_comb_bkg,34909.59
yield_comb_bkg_err,894.18
yield_part_bkg,43504.75
yield_part_bkg_err,927.53
yield_part_bkg_jpsipi_pion,2475.25
yield_part_bkg_kstar,39274.72
yield_part_bkg_kstar_err,927.53
yield_part_bkg_kstar_kaon,8303.71
yield_part_bkg_kstar_kaon_err,177.04
yield_part_bkg_kstar_pion,5729.68
yield_part_bkg_kstar_pion_err,122.16
yield_part_bkg_k0star_kaon,16706.11
yield_part_bkg_k0star_kaon_err,356.18
yield_part_bkg_k0star_pion,8535.22
yield_part_bkg_k0star_pion_err,181.97
yield_part_bkg_chic1_kaon,4230.02
yield_part_bkg_chic1_kaon_err,90.19
