Yield,Value
yield_sig,64643.76
yield_sig_err,435.83
yield_comb_bkg,33552.68
yield_comb_bkg_err,844.18
yield_part_bkg,50947.14
yield_part_bkg_err,858.59
yield_part_bkg_jpsipi_pion,2456.46
yield_part_bkg_kstar,45998.45
yield_part_bkg_kstar_err,858.59
yield_part_bkg_kstar_kaon,9809.95
yield_part_bkg_kstar_kaon_err,165.32
yield_part_bkg_kstar_pion,6618.31
yield_part_bkg_kstar_pion_err,111.54
yield_part_bkg_k0star_kaon,19635.8
yield_part_bkg_k0star_kaon_err,330.91
yield_part_bkg_k0star_pion,9934.4
yield_part_bkg_k0star_pion_err,167.42
yield_part_bkg_chic1_kaon,4948.69
yield_part_bkg_chic1_kaon_err,83.4
