Yield,Value
yield_sig,64310.99
yield_sig_err,337.26
yield_comb_bkg,36997.93
yield_comb_bkg_err,822.11
yield_part_bkg,39382.53
yield_part_bkg_err,790.6
yield_part_bkg_jpsipi_pion,2443.82
yield_part_bkg_kstar,35558.17
yield_part_bkg_kstar_err,790.6
yield_part_bkg_kstar_kaon,7501.1
yield_part_bkg_kstar_kaon_err,150.58
yield_part_bkg_kstar_pion,5236.98
yield_part_bkg_kstar_pion_err,105.13
yield_part_bkg_k0star_kaon,15033.84
yield_part_bkg_k0star_kaon_err,301.8
yield_part_bkg_k0star_pion,7786.25
yield_part_bkg_k0star_pion_err,156.31
yield_part_bkg_chic1_kaon,3824.36
yield_part_bkg_chic1_kaon_err,76.77
