Yield,Value
yield_sig,62158.74
yield_sig_err,299.73
yield_comb_bkg,38309.63
yield_comb_bkg_err,708.83
yield_part_bkg,35728.45
yield_part_bkg_err,633.16
yield_part_bkg_jpsipi_pion,2362.03
yield_part_bkg_kstar,32258.76
yield_part_bkg_kstar_err,633.16
yield_part_bkg_kstar_kaon,6778.85
yield_part_bkg_kstar_kaon_err,120.13
yield_part_bkg_kstar_pion,4813.78
yield_part_bkg_kstar_pion_err,85.31
yield_part_bkg_k0star_kaon,13516.95
yield_part_bkg_k0star_kaon_err,239.54
yield_part_bkg_k0star_pion,7149.19
yield_part_bkg_k0star_pion_err,126.69
yield_part_bkg_chic1_kaon,3469.69
yield_part_bkg_chic1_kaon_err,61.49
