Yield,Value
yield_sig,64502.92
yield_sig_err,275.97
yield_comb_bkg,33775.04
yield_comb_bkg_err,330.26
yield_part_bkg,50675.9
yield_part_bkg_err,327.31
yield_part_bkg_jpsipi_pion,2451.11
yield_part_bkg_kstar,45753.56
yield_part_bkg_kstar_err,327.31
yield_part_bkg_kstar_kaon,9757.72
yield_part_bkg_kstar_kaon_err,63.02
yield_part_bkg_kstar_pion,6583.07
yield_part_bkg_kstar_pion_err,42.52
yield_part_bkg_k0star_kaon,19531.26
yield_part_bkg_k0star_kaon_err,126.15
yield_part_bkg_k0star_pion,9881.51
yield_part_bkg_k0star_pion_err,63.82
yield_part_bkg_chic1_kaon,4922.34
yield_part_bkg_chic1_kaon_err,31.79
